iter	Passed	Remaining
1094	53686	19856
1095	53741	19809
1096	53770	19753
1097	53805	19699
1098	53835	19643
1099	53888	19595
1100	53944	19549
1101	53979	19495
1102	54023	19444
1103	54054	19388
1104	54105	19340
1105	54143	19288
1106	54183	19236
1107	54231	19186
1108	54275	19135
1109	54326	19087
1110	54386	19042
1111	54428	18991
1112	54461	18936
1113	54514	18889
1114	54569	18842
1115	54601	18787
1116	54638	18734
1117	54668	18679
1118	54719	18630
1119	54755	18577
1120	54794	18525
1121	54827	18471
1122	54876	18422
1123	54929	18375
1124	54967	18322
1125	54997	18267
1126	55030	18213
1127	55067	18160
1128	55119	18112
1129	55157	18060
1130	55212	18013
1131	55248	17960
1132	55292	17910
1133	55338	17860
1134	55399	17815
1135	55447	17766
1136	55497	17718
1137	55552	17671
1138	55600	17622
1139	55632	17568
1140	55686	17520
1141	55718	17467
1142	55756	17414
1143	55816	17369
1144	55869	17322
1145	55914	17272
1146	55963	17223
1147	55995	17169
1148	56032	17116
1149	56068	17064
1150	56116	17015
1151	56174	16969
1152	56210	16916
1153	56255	16867
1154	56297	16816
1155	56327	16761
1156	56393	16718
1157	56449	16671
1158	56484	16618
1159	56523	16567
1160	56575	16519
1161	56627	16471
1162	56658	16417
1163	56699	16366
1164	56740	16315
1165	56801	16270
1166	56841	16219
1167	56891	16171
1168	56935	16121
1169	56964	16066
1170	57002	16015
1171	57056	15967
1172	57085	15913
1173	57142	15867
1174	57195	15820
1175	57228	15767
1176	57283	15720
1177	57333	15671
1178	57374	15621
1179	57411	15569
1180	57463	15521
1181	57498	15469
1182	57528	15415
1183	57580	15367
1184	57629	15319
1185	57667	15267
1186	57710	15217
1187	57748	15166
1188	57790	15115
1189	57825	15063
1190	57856	15010
1191	57897	14960
1192	57939	14909
1193	57970	14856
1194	58006	14805
1195	58055	14756
1196	58107	14708
1197	58153	14659
1198	58201	14611
1199	58249	14562
1200	58300	14514
1201	58358	14468
1202	58409	14420
1203	58458	14371
1204	58545	14332
1205	58581	14281
1206	58618	14229
1207	58668	14181
1208	58701	14129
1209	58755	14081
1210	58793	14030
1211	58829	13979
1212	58880	13931
1213	58930	13883
1214	58967	13831
1215	59001	13779
1216	59034	13727
1217	59075	13677
1218	59131	13630
1219	59178	13582
1220	59234	13535
1221	59283	13486
1222	59326	13436
